model	length
AT5G56250.1	812
AT5G56250.2	812
AT5G07730.1	265
AT5G65480.1	154
AT5G58000.1	488
AT5G04660.1	513
AT5G51630.1	1230
AT5G51630.3	1182
AT5G51630.2	1176
AT5G50530.1	549
AT5G40420.1	200
AT5G24430.1	595
AT5G54160.1	364
AT5G38195.1	96
AT5G58490.1	325
AT5G43410.1	132
AT5G11590.1	237
AT5G63010.1	344
AT5G20170.1	654
AT5G28690.1	193
AT5G60430.1	157
AT5G60430.2	157
AT5G27880.1	279
AT5G01780.2	443
AT5G01780.1	388
AT5G39471.1	544
AT5G58040.1	1197
AT5G02070.1	658
AT5G05040.1	172
AT5G03555.1	600
AT5G66300.1	293
AT5G52160.1	97
AT5G02430.1	906
AT5G55740.1	831
AT5G36960.1	138
AT5G40550.1	274
AT5G40550.2	271
AT5G23380.1	302
AT5G24470.1	668
AT5G17190.1	131
AT5G24480.1	351
AT5G62060.1	304
AT5G43120.1	589
AT5G27889.1	54
AT5G57370.1	220
AT5G66110.1	148
AT5G57040.1	198
AT5G03740.1	295
AT5G26160.1	977
AT5G06980.4	280
AT5G06980.1	276
AT5G06980.2	275
AT5G06980.3	267
AT5G02880.1	1503
AT5G50920.1	930
AT5G50670.1	360
AT5G10870.1	266
AT5G34829.1	73
AT5G07280.1	1193
AT5G06810.1	1142
AT5G28680.1	859
AT5G18240.1	403
AT5G18240.4	403
AT5G18240.5	401
AT5G18240.2	397
AT5G18240.3	397
AT5G38850.1	987
AT5G35940.1	445
AT5G50950.1	511
AT5G50950.2	500
AT5G50950.3	424
AT5G22350.1	428
AT5G38520.2	375
AT5G38520.1	363
AT5G65900.1	634
AT5G55260.1	306
AT5G17040.1	443
AT5G18920.1	78
AT5G12370.1	826
AT5G12370.2	826
AT5G12370.3	821
AT5G54570.1	536
AT5G12980.1	312
AT5G22830.1	460
AT5G46600.1	540
AT5G26830.1	710
AT5G03430.1	498
AT5G63520.1	520
AT5G53780.1	377
AT5G65440.3	1126
AT5G65440.1	1051
AT5G65440.2	1017
AT5G22850.1	494
AT5G66880.1	362
AT5G14970.1	356
AT5G04520.1	292
AT5G48450.1	622
AT5G19100.1	392
AT5G14930.2	538
AT5G14930.3	240
AT5G14930.1	132
AT5G62470.2	353
AT5G62470.1	352
AT5G15640.1	324
AT5G65685.1	461
AT5G65685.2	450
AT5G55508.1	48
AT5G07030.1	456
AT5G43920.1	524
AT5G25640.1	103
AT5G09780.1	309
AT5G12280.1	420
AT5G12280.2	182
AT5G62400.1	215
AT5G27050.1	121
AT5G16740.1	427
AT5G54410.1	220
AT5G53760.1	574
AT5G53760.2	574
AT5G03795.1	519
AT5G41170.1	528
AT5G19020.1	686
AT5G54700.1	481
AT5G06630.1	441
AT5G63040.1	367
AT5G63040.2	367
AT5G48175.1	116
AT5G47860.1	432
AT5G03650.1	806
AT5G42390.1	1266
AT5G28620.1	131
AT5G23840.1	168
AT5G23840.2	141
AT5G01640.1	224
AT5G23640.1	66
AT5G42570.1	219
AT5G22650.1	307
AT5G22650.2	306
AT5G43810.1	989
AT5G43810.2	989
AT5G06660.1	197
AT5G35380.1	732
AT5G13430.1	273
AT5G46180.1	476
AT5G67120.1	273
AT5G38860.1	299
AT5G44740.2	673
AT5G44740.1	589
AT5G45960.1	376
AT5G23212.1	76
AT5G23260.2	253
AT5G23260.1	248
AT5G23260.3	239
AT5G50120.1	389
AT5G61120.1	427
AT5G19590.1	152
AT5G40450.1	2890
AT5G19890.1	329
AT5G38540.1	496
AT5G64820.1	146
AT5G50010.1	312
AT5G10220.1	319
AT5G57210.1	738
AT5G39900.1	664
AT5G50040.1	176
AT5G20680.1	552
AT5G20680.3	552
AT5G20680.2	534
AT5G44270.1	310
AT5G42610.1	294
AT5G65920.1	445
AT5G26800.1	113
AT5G56000.1	700
AT5G56160.1	578
AT5G60830.1	207
AT5G58890.1	295
AT5G46290.3	490
AT5G46290.1	474
AT5G46290.2	419
AT5G45469.1	73
AT5G43730.1	849
AT5G02270.2	355
AT5G02270.1	329
AT5G45390.1	293
AT5G55520.1	806
AT5G55520.2	802
AT5G56090.1	458
AT5G28390.1	181
AT5G14560.1	41
AT5G12140.1	102
AT5G35960.1	430
AT5G61200.3	390
AT5G61200.2	296
AT5G61200.1	284
AT5G46910.1	788
AT5G07960.1	108
AT5G47160.1	416
AT5G37830.1	1267
AT5G61980.1	829
AT5G59810.1	779
AT5G27720.1	130
AT5G54080.1	462
AT5G54080.2	462
AT5G47620.4	454
AT5G47620.1	432
AT5G47620.2	432
AT5G47620.3	372
AT5G27945.1	429
AT5G56220.1	974
AT5G07260.1	542
AT5G07260.2	537
AT5G08695.1	691
AT5G08391.1	70
AT5G57840.1	444
AT5G02530.1	293
AT5G02530.2	291
AT5G65660.1	137
AT5G35930.1	1041
AT5G35195.1	59
AT5G65460.1	1265
AT5G61830.1	317
AT5G12020.1	156
AT5G42280.1	695
AT5G18930.1	348
AT5G01060.1	500
AT5G28320.1	928
AT5G58030.1	196
AT5G01490.1	455
AT5G12270.1	361
AT5G54450.1	369
AT5G65158.1	105
AT5G13710.1	337
AT5G13710.2	337
AT5G20350.1	621
AT5G28410.1	107
AT5G46830.1	512
AT5G57310.1	103
AT5G02260.1	259
AT5G67580.1	300
AT5G67580.2	300
AT5G38440.1	134
AT5G66055.1	436
AT5G66055.2	360
AT5G19500.1	506
AT5G58990.1	149
AT5G18790.1	59
AT5G44620.1	520
AT5G06043.1	123
AT5G65205.1	286
AT5G50260.1	362
AT5G07890.1	410
AT5G07890.3	410
AT5G07890.2	329
AT5G41100.1	587
AT5G41100.2	583
AT5G51230.1	632
AT5G51230.2	627
AT5G51230.3	627
AT5G48620.1	909
AT5G59940.1	652
AT5G65280.1	434
AT5G57790.1	217
AT5G57790.2	193
AT5G08680.1	560
AT5G53230.1	359
AT5G06520.1	680
AT5G40010.1	515
AT5G49640.1	71
AT5G23890.1	947
AT5G01080.1	185
AT5G41720.1	188
AT5G35560.1	766
AT5G15390.1	351
AT5G65630.1	591
AT5G49130.1	503
AT5G26890.1	84
AT5G39130.1	223
AT5G65810.1	259
AT5G40670.1	271
AT5G56780.1	484
AT5G44120.3	473
AT5G44120.2	369
AT5G44120.1	286
AT5G62510.1	421
AT5G56900.2	597
AT5G56900.1	405
AT5G47040.1	889
AT5G36730.1	411
AT5G16700.1	489
AT5G59980.2	706
AT5G59980.1	582
AT5G58870.1	807
AT5G26810.1	294
AT5G55660.1	779
AT5G48060.1	1037
AT5G19990.1	420
AT5G67180.1	353
AT5G59680.1	888
AT5G46350.1	327
AT5G60610.1	389
AT5G44345.1	182
AT5G05300.1	103
AT5G27650.1	1073
AT5G66460.1	432
AT5G20790.1	194
AT5G20790.2	140
AT5G53640.1	518
AT5G26140.1	144
AT5G53460.1	2209
AT5G53460.2	2209
AT5G53460.3	2209
AT5G05560.1	1679
AT5G39270.1	264
AT5G03340.1	811
AT5G60480.1	192
AT5G39040.1	645
AT5G16630.1	866
AT5G16630.2	866
AT5G39590.1	543
AT5G53100.1	365
AT5G64210.1	354
AT5G15250.2	710
AT5G15250.1	689
AT5G25520.2	998
AT5G25520.1	736
AT5G49500.1	498
AT5G19350.1	426
AT5G19350.2	422
AT5G60690.1	843
AT5G10460.1	307
AT5G65180.1	440
AT5G65180.2	312
AT5G45420.1	310
AT5G65500.1	792
AT5G43250.1	131
AT5G27850.1	188
AT5G03940.1	565
AT5G16170.1	412
AT5G43850.1	188
AT5G23220.1	199
AT5G10210.1	198
AT5G12380.1	317
AT5G47810.1	445
AT5G19190.1	155
AT5G14660.1	274
AT5G14660.2	274
AT5G16140.1	241
AT5G16140.2	241
AT5G20950.1	625
AT5G20950.2	625
AT5G41200.1	331
AT5G55580.1	497
AT5G48760.1	207
AT5G48760.2	207
AT5G58690.1	579
AT5G01720.1	666
AT5G61230.1	175
AT5G37630.1	1052
AT5G09430.1	312
AT5G41150.1	957
AT5G41150.2	690
AT5G61790.1	531
AT5G43790.1	461
AT5G01770.1	1337
AT5G51770.1	655
AT5G20520.1	309
AT5G18320.1	459
AT5G37440.1	288
AT5G57830.1	388
AT5G23140.1	242
AT5G10100.1	370
AT5G10100.2	344
AT5G54745.1	199
AT5G17220.1	215
AT5G35760.1	178
AT5G60550.1	408
AT5G17570.1	326
AT5G09840.1	925
AT5G42310.1	710
AT5G54400.1	293
AT5G15890.1	527
AT5G18370.1	1211
AT5G12043.1	45
AT5G20885.1	177
AT5G44110.1	283
AT5G44110.3	224
AT5G44110.2	215
AT5G41770.1	706
AT5G41050.1	173
AT5G13020.1	398
AT5G57300.1	289
AT5G57300.2	289
AT5G57300.3	289
AT5G22110.1	527
AT5G38344.1	214
AT5G10610.1	501
AT5G08500.1	591
AT5G24190.1	246
AT5G19560.1	494
AT5G35790.1	577
AT5G60060.1	375
AT5G01990.1	432
AT5G24880.1	444
AT5G27630.1	649
AT5G62110.1	674
AT5G66770.1	585
AT5G25430.1	672
AT5G41980.1	375
AT5G62980.1	132
AT5G22760.1	1567
AT5G01820.1	443
AT5G60090.1	399
AT5G56520.1	102
AT5G35740.1	120
AT5G24460.1	301
AT5G35210.1	1707
AT5G35210.2	1540
AT5G62500.1	294
AT5G55000.2	299
AT5G55000.1	291
AT5G02800.1	379
AT5G45340.1	464
AT5G45340.2	447
AT5G63940.1	706
AT5G59600.1	535
AT5G55855.1	60
AT5G25610.1	393
AT5G05250.1	240
AT5G22790.1	434
AT5G58420.1	263
AT5G17870.1	107
AT5G24170.1	164
AT5G23450.3	779
AT5G23450.1	764
AT5G23450.2	764
AT5G37130.1	878
AT5G12300.1	375
AT5G47440.1	407
AT5G08280.1	383
AT5G24910.1	533
AT5G08150.1	145
AT5G60600.1	742
AT5G60600.2	741
AT5G60600.3	718
AT5G26900.1	445
AT5G55840.1	1137
AT5G03010.1	233
AT5G54370.1	338
AT5G53580.1	366
AT5G15110.1	473
AT5G51350.1	896
AT5G27570.1	412
AT5G62410.1	1176
AT5G53890.1	1037
AT5G66270.1	450
AT5G64180.1	159
AT5G50130.1	340
AT5G50130.2	278
AT5G47610.1	167
AT5G67430.1	387
AT5G13050.1	278
AT5G13050.2	215
AT5G36700.1	363
AT5G36700.2	363
AT5G36700.4	363
AT5G36700.3	333
AT5G20420.1	1262
AT5G39660.1	458
AT5G39660.2	458
AT5G43950.1	567
AT5G02290.1	390
AT5G02290.2	390
AT5G50420.1	567
AT5G53870.1	371
AT5G54000.1	350
AT5G03310.1	115
AT5G62390.1	447
AT5G47780.1	617
AT5G59690.1	104
AT5G20100.1	114
AT5G10080.1	529
AT5G04940.1	671
AT5G04940.2	671
AT5G01700.2	383
AT5G01700.1	334
AT5G63225.1	111
AT5G03390.1	374
AT5G56300.1	388
AT5G35732.1	101
AT5G61270.1	367
AT5G61270.2	279
AT5G57530.1	286
AT5G37660.2	299
AT5G37660.1	289
AT5G22510.1	618
AT5G30495.1	197
AT5G30495.2	197
AT5G45880.1	175
AT5G13825.1	125
AT5G57490.1	275
AT5G22220.2	470
AT5G22220.3	467
AT5G49660.1	967
AT5G35510.1	69
AT5G54780.1	433
AT5G48440.1	460
AT5G48440.2	426
AT5G06510.1	270
AT5G06510.2	270
AT5G06510.3	221
AT5G53440.1	1182
AT5G67420.1	251
AT5G51710.1	569
AT5G51710.2	566
AT5G19830.1	220
AT5G39290.1	264
AT5G09590.1	683
AT5G46990.1	188
AT5G15960.1	67
AT5G07560.1	154
AT5G54290.2	356
AT5G54290.1	355
AT5G11040.1	1187
AT5G65210.1	369
AT5G65210.2	369
AT5G65210.3	369
AT5G65210.4	369
AT5G65210.5	369
AT5G65210.6	299
AT5G58430.1	625
AT5G58660.1	353
AT5G60370.1	414
AT5G67245.1	62
AT5G47770.1	385
AT5G47030.1	204
AT5G51580.1	240
AT5G46720.1	176
AT5G65580.1	103
AT5G48740.1	896
AT5G03080.1	227
AT5G11270.1	355
AT5G14450.1	390
AT5G19250.1	197
AT5G46270.1	1140
AT5G67140.1	229
AT5G22210.1	81
AT5G22210.2	81
AT5G05970.2	783
AT5G05970.1	782
AT5G19257.1	33
AT5G55240.1	244
AT5G38920.1	193
AT5G65620.1	792
AT5G25130.1	497
AT5G29000.2	414
AT5G29000.1	371
AT5G29000.3	371
AT5G29000.4	312
AT5G09570.1	140
AT5G24120.1	518
AT5G25320.1	501
AT5G46780.1	238
AT5G46780.2	238
AT5G61320.1	498
AT5G41010.1	52
AT5G01210.1	476
AT5G12850.1	707
AT5G18110.1	222
AT5G09620.1	532
AT5G39570.1	382
AT5G26760.2	736
AT5G26760.1	431
AT5G49380.1	219
AT5G09270.1	112
AT5G09270.2	112
AT5G52820.1	474
AT5G45780.1	615
AT5G21125.1	127
AT5G56240.2	988
AT5G56240.1	987
AT5G58640.1	229
AT5G58640.2	228
AT5G23240.1	466
AT5G64590.1	207
AT5G27380.1	540
AT5G43660.1	411
AT5G48610.1	355
AT5G08570.1	511
AT5G27460.1	492
AT5G55710.1	210
AT5G17980.1	1050
AT5G56120.1	237
AT5G22550.2	493
AT5G22550.1	444
AT5G27930.1	374
AT5G27930.2	374
AT5G18290.1	244
AT5G18290.2	244
AT5G27020.1	165
AT5G40320.1	595
AT5G10010.1	435
AT5G67450.1	246
AT5G57990.1	860
AT5G50680.1	321
AT5G50680.2	319
AT5G01881.1	143
AT5G48870.1	89
AT5G58590.1	220
AT5G13510.1	221
AT5G11940.1	763
AT5G43110.1	519
AT5G64270.1	1270
AT5G57110.1	1075
AT5G57110.2	1075
AT5G51545.1	186
AT5G42860.1	321
AT5G64640.1	603
AT5G43060.1	464
AT5G60010.1	887
AT5G11520.1	450
AT5G63952.1	51
AT5G21900.1	545
AT5G10440.1	299
AT5G54190.1	406
AT5G54190.2	285
AT5G54590.2	441
AT5G54590.1	262
AT5G05010.1	528
AT5G05010.2	528
AT5G06390.1	459
AT5G47420.1	283
AT5G06090.1	501
AT5G42480.1	802
AT5G48680.1	207
AT5G04350.1	147
AT5G56810.1	436
AT5G01120.1	511
AT5G11240.1	616
AT5G15160.1	95
AT5G46050.1	583
AT5G17480.1	84
AT5G46580.1	712
AT5G11870.2	271
AT5G11870.1	263
AT5G23510.2	307
AT5G23510.1	272
AT5G22555.1	96
AT5G06430.1	195
AT5G38830.1	512
AT5G44572.1	94
AT5G39930.1	425
AT5G49840.1	609
AT5G37340.2	499
AT5G37340.1	494
AT5G37340.3	494
AT5G61890.1	249
AT5G23690.1	528
AT5G64500.1	485
AT5G11900.1	199
AT5G08100.1	316
AT5G08100.2	236
AT5G06730.1	359
AT5G19750.1	289
AT5G59150.1	218
AT5G61228.1	42
AT5G65830.1	280
AT5G53350.1	580
AT5G23340.1	406
AT5G19880.1	330
AT5G37920.1	610
AT5G13550.1	686
AT5G13940.1	810
AT5G40600.1	326
AT5G08185.2	77
AT5G08185.4	77
AT5G08185.3	60
AT5G08185.1	46
AT5G18190.1	692
AT5G10230.1	317
AT5G48690.1	324
AT5G48690.2	274
AT5G13700.1	473
AT5G22150.1	331
AT5G19730.1	384
AT5G52250.1	386
AT5G59790.1	424
AT5G57740.1	509
AT5G13620.1	302
AT5G45480.1	878
AT5G20990.1	671
AT5G26990.1	223
AT5G44980.1	436
AT5G63850.1	467
AT5G18120.1	290
AT5G65925.1	151
AT5G10300.1	259
AT5G03530.1	211
AT5G42955.1	127
AT5G50375.2	285
AT5G50375.1	281
AT5G22990.1	325
AT5G46417.1	36
AT5G13960.1	625
AT5G09920.1	139
AT5G01570.1	202
AT5G34780.1	366
AT5G45360.1	317
AT5G58980.1	734
AT5G47220.1	244
AT5G58650.1	76
AT5G64900.1	93
AT5G02920.1	259
AT5G50460.1	70
AT5G08120.1	327
AT5G43230.1	849
AT5G46520.1	1169
AT5G44140.1	279
AT5G59090.1	737
AT5G59090.3	735
AT5G59090.2	732
AT5G06620.1	326
AT5G48790.1	317
AT5G04960.1	565
AT5G20830.1	809
AT5G20830.2	809
AT5G52552.1	53
AT5G07970.1	1098
AT5G49490.1	286
AT5G47910.1	922
AT5G02840.1	294
AT5G02840.2	294
AT5G02840.3	284
AT5G13820.1	641
AT5G16680.1	1312
AT5G19420.2	1140
AT5G19420.1	1106
AT5G54470.1	216
AT5G64550.1	635
AT5G02930.1	470
AT5G01050.1	587
AT5G13440.1	275
AT5G36230.1	412
AT5G58250.1	212
AT5G65495.1	95
AT5G51890.1	323
AT5G52970.1	224
AT5G58210.1	381
AT5G58210.2	381
AT5G58210.3	381
AT5G58210.4	381
AT5G23780.1	427
AT5G04360.1	966
AT5G16030.3	348
AT5G16030.2	341
AT5G16030.1	340
AT5G18600.1	103
AT5G21970.1	450
AT5G11710.1	561
AT5G43340.1	517
AT5G49480.1	161
AT5G17840.1	155
AT5G52010.1	397
AT5G64040.2	182
AT5G64040.1	172
AT5G37000.1	548
AT5G14220.1	509
AT5G14220.2	479
AT5G67550.1	510
AT5G19310.1	1065
AT5G47980.1	444
AT5G06000.1	309
AT5G16710.1	259
AT5G16390.1	281
AT5G16390.2	255
AT5G02420.1	116
AT5G01075.1	82
AT5G38740.1	427
AT5G51340.1	727
AT5G67640.1	202
AT5G20450.1	342
AT5G20450.2	335
AT5G20450.3	313
AT5G66950.1	871
AT5G05450.1	594
AT5G56800.1	345
AT5G03600.1	323
AT5G50480.1	203
AT5G19025.1	260
AT5G43211.1	55
AT5G64770.1	80
AT5G15660.1	439
AT5G05090.1	267
AT5G43830.1	252
AT5G54310.1	484
AT5G36320.1	119
AT5G04330.1	513
AT5G62480.1	241
AT5G62480.2	215
AT5G56770.1	255
AT5G01430.1	141
AT5G01430.2	141
AT5G01270.2	775
AT5G01270.1	771
AT5G40645.1	74
AT5G55780.1	686
AT5G41460.1	525
AT5G45430.1	500
AT5G45430.2	498
AT5G51310.1	326
AT5G02370.1	629
AT5G48290.1	182
AT5G48290.2	172
AT5G22080.1	247
AT5G22080.2	229
AT5G12910.1	132
AT5G35698.1	78
AT5G08090.1	323
AT5G50562.1	58
AT5G67260.1	368
AT5G40380.1	652
AT5G02820.1	428
AT5G37600.1	357
AT5G46860.1	269
AT5G43870.1	454
AT5G26260.1	352
AT5G24970.2	762
AT5G24970.1	720
AT5G24400.1	326
AT5G38090.1	147
AT5G63570.1	475
AT5G66160.1	311
AT5G66160.2	291
AT5G40150.1	329
AT5G05000.1	314
AT5G05000.2	314
AT5G05000.3	314
AT5G28288.1	85
AT5G65710.1	994
AT5G06330.1	208
AT5G05670.1	261
AT5G05670.2	261
AT5G64290.1	564
AT5G17080.1	299
AT5G53130.1	717
AT5G07660.1	1059
AT5G55370.1	344
AT5G17380.1	573
AT5G37055.1	172
AT5G49110.2	1471
AT5G49110.1	1470
AT5G10070.2	267
AT5G10070.1	265
AT5G28300.1	620
AT5G47435.1	324
AT5G47435.2	324
AT5G49555.1	557
AT5G01660.1	657
AT5G67210.1	318
AT5G49600.1	172
AT5G41320.1	516
AT5G15780.1	402
AT5G45760.1	361
AT5G45760.2	335
AT5G65140.1	371
AT5G65140.2	326
AT5G07550.1	107
AT5G07550.2	96
AT5G07550.3	72
AT5G58350.1	572
AT5G14160.1	353
AT5G14090.1	359
AT5G51160.1	443
AT5G27390.1	242
AT5G53540.1	404
AT5G08190.1	164
AT5G08190.2	163
AT5G15840.1	374
AT5G15840.2	275
AT5G60030.1	293
AT5G35540.1	190
AT5G53140.1	421
AT5G14080.1	635
AT5G65430.3	261
AT5G65430.1	249
AT5G65430.2	247
AT5G20090.1	111
AT5G20090.2	111
AT5G20090.3	98
AT5G39000.1	874
AT5G24350.2	2397
AT5G24350.1	2377
AT5G59590.1	450
AT5G13080.1	146
AT5G06080.1	178
AT5G35700.1	688
AT5G43690.1	332
AT5G57420.1	172
AT5G61940.1	1095
AT5G57035.1	790
AT5G60900.1	749
AT5G56060.1	221
AT5G21070.1	226
AT5G15340.1	624
AT5G43380.1	332
AT5G43380.2	328
AT5G43380.3	324
AT5G58320.2	559
AT5G58320.1	526
AT5G58320.3	448
AT5G23900.1	207
AT5G05620.1	475
AT5G02360.1	343
AT5G06370.1	260
AT5G49590.1	129
AT5G19090.1	588
AT5G19090.2	466
AT5G19090.3	466
AT5G35480.1	39
AT5G42223.1	85
AT5G34828.1	92
AT5G42400.1	1424
AT5G50400.1	612
AT5G08030.1	373
AT5G02120.1	111
AT5G19450.1	534
AT5G19450.2	534
AT5G36480.1	119
AT5G19315.1	81
AT5G41992.1	70
AT5G12960.1	866
AT5G28180.1	353
AT5G04760.1	216
AT5G58950.1	526
AT5G58730.1	354
AT5G15948.1	52
AT5G20447.1	33
AT5G40160.1	316
AT5G57770.1	407
AT5G01950.1	952
AT5G65880.1	63
AT5G42300.1	74
AT5G54560.1	361
AT5G59860.1	158
AT5G18680.1	390
AT5G37310.1	594
AT5G41900.1	472
AT5G60320.1	676
AT5G22700.1	438
AT5G34881.1	116
AT5G15080.1	494
AT5G22500.1	492
AT5G13140.1	268
AT5G16330.1	243
AT5G48730.1	509
AT5G42460.1	389
AT5G25422.1	34
AT5G58130.1	749
AT5G39365.1	90
AT5G59930.1	657
AT5G34885.1	116
AT5G64080.1	183
AT5G64080.2	179
AT5G20920.1	269
AT5G20920.3	269
AT5G20920.2	268
AT5G42540.2	1024
AT5G42540.1	1013
AT5G44150.1	356
AT5G27420.1	369
AT5G65020.1	318
AT5G65020.2	303
AT5G48420.1	143
AT5G44920.1	256
AT5G44920.2	243
AT5G21280.1	303
AT5G43745.1	818
AT5G24230.1	370
AT5G10270.1	506
AT5G56910.1	225
AT5G57580.1	648
AT5G06920.1	354
AT5G39150.1	222
AT5G41450.1	165
AT5G19670.1	611
AT5G53320.1	602
AT5G11880.1	490
AT5G17740.1	534
AT5G07900.1	406
AT5G22880.1	146
AT5G39470.1	171
AT5G65890.1	478
AT5G65890.2	426
AT5G25890.1	176
AT5G44100.1	477
AT5G37940.1	354
AT5G53570.2	578
AT5G53570.1	551
AT5G63050.1	346
AT5G63050.2	340
AT5G05350.1	527
AT5G42530.1	72
AT5G62250.1	550
AT5G42635.1	119
AT5G23730.1	369
AT5G07430.1	362
AT5G14480.1	388
AT5G60250.1	656
AT5G14780.1	385
AT5G16880.1	408
AT5G16880.2	408
AT5G16880.3	298
AT5G41790.1	1587
AT5G14600.1	319
AT5G58800.1	208
AT5G58800.2	208
AT5G53060.1	653
AT5G53060.2	199
AT5G23460.1	112
AT5G28350.1	1128
AT5G28350.2	1088
AT5G49390.1	467
AT5G35910.1	871
AT5G52480.1	242
AT5G52480.2	204
AT5G01750.2	218
AT5G01750.1	175
AT5G03830.1	279
AT5G61650.1	220
AT5G56452.1	228
AT5G56452.2	227
AT5G08290.1	143
AT5G46420.1	654
AT5G17560.1	178
AT5G62340.1	207
AT5G60870.1	446
AT5G60870.2	384
AT5G60870.3	277
AT5G05290.1	256
AT5G66607.1	38
AT5G46450.1	1124
AT5G64760.1	443
AT5G64760.2	443
AT5G09690.2	398
AT5G09690.1	387
AT5G09690.4	372
AT5G09690.3	328
AT5G48630.2	257
AT5G48630.1	254
AT5G49510.1	196
AT5G49510.2	196
AT5G59070.1	506
AT5G19610.1	1376
AT5G13450.1	239
AT5G13450.2	191
AT5G10336.1	41
AT5G63670.1	117
AT5G63670.2	95
AT5G23210.1	500
AT5G23210.3	460
AT5G23210.2	404
AT5G23210.4	364
AT5G55440.1	366
AT5G28450.1	174
AT5G04047.1	149
AT5G67380.1	410
AT5G67380.2	377
AT5G40640.1	587
AT5G55100.2	845
AT5G55100.1	844
AT5G45040.1	176
AT5G56560.1	608
AT5G24760.1	382
AT5G24760.2	353
AT5G24760.3	353
AT5G46877.1	88
AT5G51000.1	379
AT5G03230.1	167
AT5G40050.1	416
AT5G15000.1	99
AT5G45500.1	772
AT5G45500.2	772
AT5G05890.1	456
AT5G58120.1	1047
AT5G22910.1	801
AT5G09876.1	106
AT5G66450.1	287
AT5G66450.2	228
AT5G55510.1	215
AT5G26730.1	269
AT5G03620.1	767
AT5G40595.1	142
AT5G20150.1	257
AT5G05990.1	260
AT5G65910.1	433
AT5G61910.4	1347
AT5G61910.3	743
AT5G61910.1	739
AT5G61910.2	739
AT5G24410.1	262
AT5G05910.1	152
AT5G47010.1	1255
AT5G49290.1	909
AT5G62680.1	617
AT5G24080.1	471
AT5G08390.1	840
AT5G40660.1	326
AT5G45428.1	42
AT5G20635.1	252
AT5G40930.1	188
AT5G54110.1	267
AT5G06770.1	241
AT5G40400.1	611
AT5G64720.1	156
AT5G04840.1	308
AT5G50200.1	211
AT5G50200.2	211
AT5G50200.3	211
AT5G24580.1	320
AT5G24580.2	319
AT5G24580.3	317
AT5G13370.1	596
AT5G42810.1	452
AT5G46690.1	328
AT5G18970.1	172
AT5G40180.1	65
AT5G39310.1	297
AT5G24890.1	241
AT5G18470.1	414
AT5G47920.1	188
AT5G53650.1	73
AT5G62380.1	349
AT5G53680.1	170
AT5G52340.1	632
AT5G44960.1	417
AT5G61010.1	640
AT5G61010.2	640
AT5G03905.1	159
AT5G37150.1	840
AT5G16400.1	186
AT5G16120.2	370
AT5G16120.1	352
AT5G44065.1	76
AT5G55230.2	617
AT5G55230.1	588
AT5G18230.2	846
AT5G18230.1	844
AT5G28885.1	185
AT5G67370.1	328
AT5G23160.1	272
AT5G16800.3	274
AT5G16800.2	271
AT5G16800.1	237
AT5G55540.1	1381
AT5G59550.1	408
AT5G03190.2	476
AT5G03190.1	452
AT5G03190.3	46
AT5G52140.1	281
AT5G24940.1	448
AT5G45020.1	326
AT5G45020.2	326
AT5G28840.1	378
AT5G28840.2	378
AT5G38317.1	128
AT5G53530.1	303
AT5G24980.1	43
AT5G15380.1	625
AT5G65540.1	606
AT5G24590.2	452
AT5G06265.1	107
AT5G06265.2	107
AT5G06265.3	107
AT5G64440.1	608
AT5G04030.1	77
AT5G52080.1	36
AT5G35640.1	193
AT5G17550.1	246
AT5G20860.1	513
AT5G46770.1	134
AT5G45250.1	1218
AT5G05600.1	372
AT5G42620.2	890
AT5G42620.1	842
AT5G01180.1	571
AT5G26880.1	369
AT5G26880.2	264
AT5G21050.1	356
AT5G22200.1	211
AT5G51900.1	243
AT5G38800.1	166
AT5G48240.3	357
AT5G48240.1	310
AT5G48240.2	291
AT5G47660.1	399
AT5G47120.1	248
AT5G63320.1	1062
AT5G63320.2	478
AT5G63320.3	478
AT5G57640.1	227
AT5G39140.1	153
AT5G14650.1	436
AT5G46570.1	490
AT5G48320.1	978
AT5G52610.1	352
AT5G38890.1	192
AT5G35050.1	210
AT5G48335.1	115
AT5G18030.1	89
AT5G27770.1	125
AT5G52605.1	91
AT5G58520.1	605
AT5G67340.1	708
AT5G43500.1	597
AT5G43500.2	585
AT5G64430.1	514
AT5G66350.1	332
AT5G19440.1	327
AT5G35320.1	226
AT5G05590.1	276
AT5G05590.2	256
AT5G55507.1	92
AT5G45300.1	690
AT5G45300.2	688
AT5G52850.1	894
AT5G35390.1	663
AT5G28295.1	132
AT5G13460.1	444
AT5G25180.1	497
AT5G65420.3	319
AT5G65420.1	309
AT5G65420.2	243
AT5G22320.1	453
AT5G22320.2	437
AT5G07240.1	402
AT5G63450.1	511
AT5G52070.1	272
AT5G64813.1	343
AT5G55470.1	530
AT5G25900.1	510
AT5G48940.1	1136
AT5G58782.1	290
AT5G08470.1	1131
AT5G61130.1	202
AT5G09410.3	1067
AT5G09410.2	1008
AT5G09410.1	990
AT5G11970.1	106
AT5G14105.1	77
AT5G03406.1	264
AT5G21940.1	265
AT5G48575.1	98
AT5G09995.2	258
AT5G09995.3	257
AT5G09995.1	206
AT5G60920.1	457
AT5G09220.1	494
AT5G20370.1	176
AT5G51170.1	286
AT5G51170.2	239
AT5G58700.1	598
AT5G58700.2	490
AT5G40770.1	278
AT5G44050.1	492
AT5G56865.1	55
AT5G44930.1	444
AT5G44930.2	444
