model	cds-gc
AT5G03680.1	0.500847
AT5G42820.1	0.455726
AT5G42820.2	0.455726
AT5G46950.1	0.513462
AT5G06839.3	0.54717
AT5G06839.2	0.544728
AT5G06839.1	0.544436
AT5G59160.1	0.463597
AT5G59160.2	0.463597
AT5G59160.3	0.463597
AT5G57380.1	0.460172
AT5G62310.1	0.500857
AT5G14760.1	0.465915
AT5G55590.1	0.457821
AT5G66780.1	0.581717
AT5G47260.1	0.478536
AT5G08000.1	0.536207
AT5G64520.1	0.483842
AT5G64520.2	0.480469
AT5G64520.3	0.466591
AT5G14590.1	0.476256
AT5G26850.1	0.491347
AT5G26850.2	0.491347
AT5G26850.3	0.491347
AT5G26850.4	0.491347
AT5G35570.1	0.472876
AT5G40030.1	0.489632
AT5G41110.1	0.501881
AT5G49830.2	0.469672
AT5G49830.3	0.475927
AT5G49830.1	0.47693
AT5G08400.1	0.466399
AT5G08400.2	0.478842
AT5G42010.1	0.454588
AT5G13200.1	0.518428
AT5G59020.1	0.511121
AT5G47200.1	0.524834
AT5G55893.1	0.444724
AT5G33421.1	0.463918
AT5G46540.1	0.475949
AT5G22960.1	0.52993
AT5G63280.1	0.505549
AT5G26690.1	0.558824
AT5G04750.1	0.510714
AT5G04750.2	0.481818
AT5G60750.1	0.455245
AT5G04630.1	0.481967
AT5G65380.1	0.423077
AT5G09290.1	0.511133
AT5G16980.2	0.47207
AT5G16980.1	0.46014
AT5G62730.1	0.478754
AT5G45470.1	0.495763
AT5G52880.1	0.531677
AT5G54430.1	0.48895
AT5G58500.1	0.53125
AT5G54360.1	0.529703
AT5G65160.1	0.507597
AT5G65060.1	0.537543
AT5G65060.2	0.537071
AT5G64560.1	0.474576
AT5G64560.2	0.488516
AT5G36430.1	0.480114
AT5G46150.1	0.497566
AT5G46150.2	0.497566
AT5G43822.1	0.48542
AT5G40340.1	0.491066
AT5G09800.1	0.486531
AT5G09510.1	0.513216
AT5G09510.2	0.514205
AT5G09960.1	0.568862
AT5G47080.1	0.491269
AT5G47080.4	0.492891
AT5G47080.2	0.481723
AT5G47080.3	0.480845
AT5G38580.1	0.48008
AT5G24390.1	0.488622
AT5G65120.1	0.483667
AT5G54900.1	0.496117
AT5G49810.1	0.477733
AT5G41160.1	0.408582
AT5G38130.1	0.479769
AT5G65950.1	0.488229
AT5G54050.1	0.473533
AT5G25230.1	0.481316
AT5G10240.1	0.47806
AT5G10240.2	0.477733
AT5G14360.1	0.521561
AT5G50440.1	0.448855
AT5G24650.1	0.459355
AT5G37640.1	0.529046
AT5G03100.1	0.500544
AT5G42520.1	0.554688
AT5G42520.2	0.5583
AT5G42520.3	0.56872
AT5G42020.1	0.494006
AT5G42020.2	0.49374
AT5G51330.1	0.504961
AT5G39980.1	0.46998
AT5G39380.1	0.512179
AT5G45620.1	0.502595
AT5G45620.2	0.497137
AT5G43150.1	0.505535
AT5G01500.1	0.49638
AT5G39450.1	0.443228
AT5G66560.1	0.526973
AT5G51820.1	0.465453
AT5G41330.1	0.437318
AT5G53720.1	0.530201
AT5G44820.1	0.492266
AT5G17090.1	0.492733
AT5G62620.1	0.476237
AT5G62620.2	0.477044
AT5G21130.1	0.521998
AT5G28510.1	0.502818
AT5G54530.1	0.492723
AT5G42430.1	0.46492
AT5G67130.1	0.47884
AT5G37950.1	0.488107
AT5G37950.2	0.486931
AT5G42510.1	0.5
AT5G24314.2	0.469307
AT5G24314.1	0.471933
AT5G20360.1	0.473402
AT5G26080.1	0.586698
AT5G09860.1	0.509192
AT5G09860.2	0.508929
AT5G39790.1	0.492044
AT5G39581.1	0.556338
AT5G04890.1	0.521898
AT5G17630.1	0.478783
AT5G37360.1	0.503784
AT5G54585.1	0.497462
AT5G02240.1	0.48745
AT5G17720.1	0.487566
AT5G62627.1	0.506224
AT5G43050.1	0.472458
AT5G62000.1	0.495534
AT5G62000.2	0.495534
AT5G62000.3	0.495534
AT5G62000.4	0.491983
AT5G46660.1	0.510405
AT5G14550.1	0.500443
AT5G14550.2	0.490347
AT5G39090.1	0.505961
AT5G53000.1	0.493817
AT5G63905.1	0.570796
AT5G44470.1	0.515528
AT5G66040.1	0.527933
AT5G66040.2	0.53886
AT5G02700.1	0.510249
AT5G44500.1	0.514474
AT5G44500.2	0.514474
AT5G08560.1	0.484986
AT5G08560.2	0.484986
AT5G35917.1	0.493188
AT5G42970.1	0.481077
AT5G06570.1	0.506599
AT5G06570.2	0.506599
AT5G65533.1	0.475248
AT5G44190.1	0.487889
AT5G44306.1	0.514793
AT5G62800.1	0.493282
AT5G16610.2	0.49182
AT5G16610.1	0.494637
AT5G16453.1	0.480916
AT5G48840.1	0.456897
AT5G10950.1	0.508876
AT5G24490.1	0.484816
AT5G20720.1	0.491413
AT5G20720.2	0.491413
AT5G20720.3	0.491413
AT5G61820.1	0.47435
AT5G14240.1	0.467363
AT5G39920.1	0.479624
AT5G56210.1	0.492459
AT5G01590.1	0.50475
AT5G04060.1	0.487208
AT5G62550.1	0.540096
AT5G16860.1	0.455651
AT5G11960.1	0.453398
AT5G28010.1	0.497984
AT5G58770.1	0.453664
AT5G53830.1	0.603851
AT5G60670.1	0.512097
AT5G09720.1	0.482955
AT5G61490.1	0.457584
AT5G59330.1	0.444015
AT5G36770.1	0.498495
AT5G45260.1	0.486535
AT5G45260.2	0.481315
AT5G58375.1	0.498024
AT5G62170.1	0.585667
AT5G50750.1	0.506422
AT5G63110.1	0.481219
AT5G50340.1	0.445139
AT5G40350.1	0.535937
AT5G50520.1	0.439431
AT5G35753.1	0.492081
AT5G56840.1	0.523673
AT5G42325.1	0.443329
AT5G35490.1	0.52907
AT5G01090.1	0.428571
AT5G49230.1	0.48336
AT5G49920.1	0.573086
AT5G17260.1	0.542076
AT5G02440.1	0.574144
AT5G37050.1	0.501014
AT5G60650.1	0.562642
AT5G46300.1	0.517685
AT5G41070.1	0.572642
AT5G19010.1	0.513832
AT5G52350.1	0.51082
AT5G02020.1	0.48764
AT5G02020.2	0.486553
AT5G17300.1	0.543572
AT5G13350.1	0.495168
AT5G59970.1	0.488599
AT5G03630.1	0.491942
AT5G11530.1	0.53378
AT5G38470.1	0.522085
AT5G38470.2	0.532193
AT5G44635.1	0.492172
AT5G57590.1	0.481778
AT5G26749.2	0.522177
AT5G26749.1	0.542141
AT5G24740.1	0.476708
AT5G24740.2	0.464378
AT5G20940.1	0.498401
AT5G58330.1	0.487566
AT5G58330.2	0.487915
AT5G58330.3	0.469
AT5G08480.2	0.595745
AT5G08480.1	0.608491
AT5G63950.1	0.511934
AT5G22400.1	0.495702
AT5G05580.1	0.518803
AT5G05580.2	0.507867
AT5G55220.1	0.494204
AT5G39865.1	0.470034
AT5G25090.1	0.456835
AT5G35630.1	0.492236
AT5G35630.2	0.492236
AT5G35630.3	0.492236
AT5G26780.2	0.479649
AT5G26780.3	0.479649
AT5G26780.1	0.479664
AT5G07060.1	0.548298
AT5G07060.2	0.540922
AT5G10920.1	0.479664
AT5G56510.1	0.507839
AT5G28720.1	0.548961
AT5G07510.1	0.45234
AT5G07510.3	0.455696
AT5G07510.2	0.465804
AT5G10320.1	0.483016
AT5G10320.2	0.482558
AT5G10320.3	0.480885
AT5G06190.2	0.458515
AT5G06190.1	0.438776
AT5G62120.1	0.524249
AT5G61690.1	0.483485
AT5G13390.1	0.458568
AT5G40820.1	0.478899
AT5G48990.1	0.489228
AT5G11580.1	0.453229
AT5G52980.1	0.521084
AT5G41610.1	0.460049
AT5G41610.2	0.461331
AT5G65960.1	0.468139
AT5G15270.1	0.467722
AT5G15270.2	0.467722
AT5G13150.1	0.498212
AT5G61150.1	0.508275
AT5G61150.2	0.509373
AT5G05060.1	0.490272
AT5G15090.1	0.504878
AT5G15090.2	0.504878
AT5G46280.1	0.503009
AT5G14870.1	0.510397
AT5G48860.1	0.533461
AT5G03920.1	0.521154
AT5G18780.1	0.456472
AT5G18780.2	0.456472
AT5G25760.1	0.498934
AT5G25760.2	0.498934
AT5G06750.1	0.44435
AT5G06750.3	0.44435
AT5G06750.2	0.443609
AT5G09490.1	0.524229
AT5G49930.1	0.500309
AT5G55310.1	0.515096
AT5G47390.1	0.52882
AT5G54980.1	0.493103
AT5G02140.1	0.485227
AT5G60990.1	0.469253
AT5G64530.1	0.500894
AT5G09560.1	0.496183
AT5G53700.1	0.474035
AT5G05030.1	0.49494
AT5G51460.1	0.502168
AT5G51460.3	0.502168
AT5G51460.2	0.501739
AT5G23970.1	0.49844
AT5G66675.1	0.482172
AT5G09360.1	0.534897
AT5G40840.2	0.509061
AT5G40840.1	0.508866
AT5G40840.3	0.524114
AT5G16420.1	0.459139
AT5G49820.1	0.460712
AT5G47950.1	0.505486
AT5G55950.1	0.480705
AT5G52390.1	0.48542
AT5G51040.3	0.49236
AT5G51040.1	0.489324
AT5G51040.2	0.494545
AT5G28237.1	0.477387
AT5G59250.1	0.430024
AT5G07590.1	0.459913
AT5G37610.1	0.462012
AT5G25860.1	0.480626
AT5G37250.1	0.461672
AT5G05640.1	0.466391
AT5G42260.1	0.494404
AT5G60140.1	0.44501
AT5G57930.2	0.489073
AT5G57930.1	0.488619
AT5G45990.1	0.483391
AT5G45410.1	0.475586
AT5G45410.2	0.475586
AT5G45410.3	0.475586
AT5G01390.1	0.51346
AT5G01390.4	0.515801
AT5G01390.2	0.528347
AT5G01390.3	0.533708
AT5G02540.1	0.531786
AT5G45630.1	0.547059
AT5G38300.1	0.479034
AT5G03995.1	0.513834
AT5G63400.1	0.508152
AT5G63400.2	0.489437
AT5G35370.1	0.451415
AT5G61710.1	0.462203
AT5G49150.1	0.463869
AT5G26650.1	0.514599
AT5G10570.1	0.534464
AT5G66230.2	0.505818
AT5G66230.1	0.494416
AT5G48040.1	0.432753
AT5G52450.1	0.447802
AT5G63610.1	0.53267
AT5G13220.1	0.531409
AT5G13220.2	0.526221
AT5G13220.3	0.526221
AT5G13220.4	0.521042
AT5G19910.2	0.529586
AT5G19910.1	0.559727
AT5G18170.1	0.48091
AT5G35200.1	0.504294
AT5G54390.1	0.42077
AT5G26130.1	0.487903
AT5G65010.2	0.478386
AT5G65010.1	0.47806
AT5G58050.1	0.533895
AT5G45060.1	0.50501
AT5G45200.1	0.501455
AT5G26717.1	0.551867
AT5G40220.1	0.520619
AT5G03290.1	0.490179
AT5G56580.1	0.507505
AT5G41700.4	0.537079
AT5G41700.1	0.540724
AT5G41700.2	0.540724
AT5G41700.5	0.540724
AT5G41700.3	0.503464
AT5G60740.1	0.498346
AT5G45590.1	0.55706
AT5G56390.1	0.466459
AT5G24710.1	0.490434
AT5G55160.2	0.462428
AT5G55160.1	0.485342
AT5G36780.1	0.487254
AT5G53451.1	0.53
AT5G48945.1	0.498155
AT5G17510.1	0.557466
AT5G20970.1	0.561074
AT5G49960.1	0.45668
AT5G05660.1	0.490523
AT5G61070.1	0.483366
AT5G15180.1	0.494416
AT5G20580.1	0.46833
AT5G20580.2	0.46833
AT5G52060.1	0.493164
AT5G49650.1	0.465909
AT5G49650.2	0.451411
AT5G42750.1	0.581764
AT5G17165.1	0.528902
AT5G01110.1	0.437071
AT5G08565.1	0.50578
AT5G08565.2	0.517341
AT5G05400.1	0.491221
AT5G39320.1	0.476356
AT5G05365.1	0.550218
AT5G42090.1	0.453232
AT5G13760.1	0.483284
AT5G41830.1	0.46359
AT5G43518.1	0.470149
AT5G60460.1	0.498462
AT5G42560.1	0.512415
AT5G42560.2	0.519343
AT5G42560.3	0.519343
AT5G03220.1	0.549801
AT5G52890.2	0.522984
AT5G52890.1	0.52666
AT5G48000.1	0.498067
AT5G48000.2	0.502449
AT5G48000.3	0.502449
AT5G48000.4	0.502449
AT5G48000.5	0.502449
AT5G35737.1	0.416894
AT5G20000.1	0.479681
AT5G56930.1	0.523974
AT5G04400.1	0.524937
AT5G43360.1	0.483664
AT5G26280.1	0.502863
AT5G26280.2	0.506639
AT5G15760.1	0.52468
AT5G42990.1	0.519751
AT5G08540.1	0.52027
AT5G48280.1	0.51963
AT5G12410.1	0.520426
AT5G23300.1	0.462264
AT5G64620.1	0.535316
AT5G52780.1	0.533865
AT5G49980.1	0.439353
AT5G25850.1	0.468425
AT5G49060.1	0.451887
AT5G01040.1	0.537143
AT5G50790.1	0.468208
AT5G19860.1	0.50647
AT5G14610.1	0.464386
AT5G14610.2	0.473357
AT5G28590.1	0.470588
AT5G07470.1	0.514901
AT5G03090.1	0.446367
AT5G11730.1	0.479239
AT5G60142.1	0.453668
AT5G14670.1	0.492883
AT5G02900.1	0.485396
AT5G40810.1	0.459195
AT5G40810.2	0.46401
AT5G37820.1	0.471074
AT5G01870.1	0.49422
AT5G24220.1	0.527531
AT5G49620.2	0.519251
AT5G49620.1	0.524483
AT5G66580.1	0.478541
AT5G57400.1	0.485961
AT5G03070.1	0.473312
AT5G02220.1	0.46729
AT5G17800.1	0.546019
AT5G41600.1	0.469441
AT5G03640.1	0.507925
AT5G03770.1	0.502614
AT5G51440.1	0.487261
AT5G59290.2	0.5145
AT5G59290.1	0.514648
AT5G26720.1	0.4875
AT5G54710.1	0.526228
AT5G45950.1	0.507016
AT5G57250.1	0.4483
AT5G22590.1	0.471429
AT5G13790.1	0.538653
AT5G39080.1	0.516943
AT5G20430.1	0.505495
AT5G01470.2	0.500682
AT5G01470.1	0.500693
AT5G01470.3	0.500699
AT5G60180.1	0.487232
AT5G04853.1	0.459302
AT5G27940.1	0.558635
AT5G05370.1	0.495327
AT5G19510.1	0.492537
AT5G36680.1	0.498495
AT5G09760.1	0.504543
AT5G42330.1	0.508972
AT5G53790.1	0.507909
AT5G18636.1	0.520473
AT5G48140.1	0.526627
AT5G04470.1	0.596306
AT5G62160.1	0.447789
AT5G23650.1	0.566898
AT5G44910.1	0.496533
AT5G38930.1	0.530735
AT5G10760.1	0.498561
AT5G66730.1	0.491322
AT5G08670.1	0.469988
AT5G10170.1	0.506545
AT5G45930.1	0.466454
AT5G53390.1	0.506181
AT5G18220.1	0.52394
AT5G57700.3	0.483209
AT5G57700.1	0.487666
AT5G57700.4	0.486564
AT5G57700.2	0.487007
AT5G02910.1	0.488338
AT5G02910.2	0.482498
AT5G60950.1	0.521311
AT5G20040.3	0.476868
AT5G20040.1	0.47801
AT5G20040.2	0.478545
AT5G59470.1	0.464336
AT5G59470.2	0.475113
AT5G47820.1	0.507896
AT5G47820.2	0.507896
AT5G20380.1	0.465462
AT5G64343.1	0.37931
AT5G61850.1	0.478537
AT5G48190.1	0.444079
AT5G16150.1	0.441932
AT5G16150.2	0.441932
AT5G16150.3	0.441932
AT5G55380.1	0.438786
AT5G27340.1	0.501404
AT5G62650.1	0.492114
AT5G62970.1	0.463197
AT5G36330.1	0.494505
AT5G17500.1	0.49302
AT5G18750.1	0.509434
AT5G39910.1	0.504029
AT5G41940.1	0.50152
AT5G53600.1	0.504532
AT5G25120.1	0.491252
AT5G37470.1	0.477454
AT5G24360.2	0.468597
AT5G24360.1	0.469898
AT5G24360.3	0.467487
AT5G05730.2	0.472727
AT5G05730.1	0.476164
AT5G48770.1	0.512052
AT5G44040.1	0.498395
AT5G59305.1	0.60177
AT5G05440.1	0.497529
AT5G65930.3	0.501581
AT5G65930.2	0.501588
AT5G65930.1	0.501722
AT5G23230.1	0.540541
AT5G03780.1	0.49682
AT5G22875.1	0.57561
AT5G22875.2	0.57561
AT5G11670.1	0.479569
AT5G45080.1	0.530664
AT5G19840.2	0.488146
AT5G19840.1	0.491077
AT5G58140.1	0.514036
AT5G58140.2	0.514036
AT5G58140.3	0.515973
AT5G58140.4	0.51816
AT5G53170.1	0.481788
AT5G65005.1	0.52986
AT5G12330.4	0.491386
AT5G12330.1	0.498956
AT5G12330.2	0.498956
AT5G12330.3	0.539941
AT5G35690.1	0.506918
AT5G46360.1	0.452442
AT5G46360.2	0.451157
AT5G18630.1	0.463619
AT5G18630.2	0.46492
AT5G18630.3	0.463785
AT5G08490.1	0.436542
AT5G17280.1	0.498759
AT5G39460.1	0.457627
AT5G60964.1	0.482036
AT5G36290.1	0.445838
AT5G36290.2	0.445838
AT5G06650.1	0.548161
AT5G29807.1	0.528
AT5G08660.1	0.486375
AT5G15900.1	0.529781
AT5G01220.1	0.491492
AT5G42170.1	0.512217
AT5G24850.1	0.459391
AT5G27320.1	0.437864
AT5G40330.1	0.557252
AT5G23989.1	0.5
AT5G40590.1	0.525714
AT5G26340.1	0.462563
AT5G25600.1	0.462159
AT5G53590.1	0.523585
AT5G58710.1	0.47541
AT5G61340.1	0.554303
AT5G56330.1	0.600191
AT5G17150.1	0.491722
AT5G23420.1	0.524272
AT5G23420.2	0.511727
AT5G44070.1	0.477632
AT5G48500.1	0.511022
AT5G57230.1	0.523013
AT5G11700.2	0.437415
AT5G11700.1	0.434078
AT5G02860.1	0.474542
AT5G54480.1	0.457368
AT5G55730.1	0.514961
AT5G55730.2	0.514961
AT5G67230.1	0.466757
AT5G59820.1	0.431818
AT5G27240.1	0.508459
AT5G09280.1	0.547807
AT5G48970.1	0.444335
AT5G58930.1	0.466368
AT5G41350.1	0.511041
AT5G15720.1	0.501835
AT5G15550.1	0.471087
AT5G15550.2	0.477575
AT5G42567.1	0.463557
AT5G57240.1	0.523348
AT5G57240.2	0.523348
AT5G24352.1	0.540426
AT5G24352.2	0.549763
AT5G07110.1	0.496904
AT5G13750.1	0.451117
AT5G13750.3	0.448416
AT5G13750.2	0.462521
AT5G51500.1	0.521632
AT5G07225.1	0.548571
AT5G58630.1	0.529623
AT5G01620.3	0.481373
AT5G01620.1	0.481784
AT5G01620.2	0.481784
AT5G18540.1	0.553785
AT5G18540.2	0.550403
AT5G57850.1	0.470904
AT5G51060.1	0.490232
AT5G25880.1	0.469921
AT5G13990.1	0.506001
AT5G06720.1	0.504487
AT5G01020.1	0.504072
AT5G65610.1	0.498663
AT5G57910.1	0.549273
AT5G15130.1	0.563337
AT5G55810.2	0.492405
AT5G55810.1	0.488764
AT5G11540.1	0.482601
AT5G51030.1	0.51383
AT5G06540.1	0.449034
AT5G10260.1	0.491115
AT5G16550.1	0.452349
AT5G27080.1	0.487106
AT5G23290.1	0.509978
AT5G64200.1	0.511577
AT5G64200.2	0.511577
AT5G10040.1	0.436293
AT5G07450.1	0.487616
AT5G55620.1	0.548173
AT5G47640.1	0.471831
AT5G43185.1	0.473684
AT5G42200.1	0.501027
AT5G48340.1	0.439136
AT5G48340.2	0.437335
AT5G43245.1	0.390977
AT5G28463.1	0.475703
AT5G44316.1	0.485085
AT5G07180.1	0.504312
AT5G46220.1	0.50578
AT5G26770.1	0.507478
AT5G26770.2	0.507478
AT5G26770.3	0.505832
AT5G09390.1	0.502379
AT5G09390.2	0.502392
AT5G63750.1	0.486924
AT5G37930.1	0.476555
AT5G54420.1	0.494465
AT5G41640.1	0.482173
AT5G44400.1	0.520199
AT5G42760.2	0.514679
AT5G42760.1	0.517274
AT5G23550.1	0.456979
AT5G27210.1	0.443195
AT5G26230.1	0.562194
AT5G15440.1	0.491448
AT5G21150.1	0.516381
AT5G38100.1	0.514419
AT5G38100.2	0.515436
AT5G15450.1	0.48725
AT5G48660.1	0.517557
AT5G49870.1	0.483065
AT5G20400.1	0.49904
AT5G58670.1	0.493159
AT5G58784.1	0.486726
AT5G41614.1	0.513043
AT5G03545.1	0.370192
AT5G44580.1	0.489726
AT5G12180.1	0.498736
AT5G15850.1	0.523048
AT5G44720.1	0.476139
AT5G44720.2	0.450581
AT5G28380.1	0.501712
AT5G10310.1	0.568681
AT5G24900.1	0.493325
AT5G61040.1	0.504525
AT5G18475.1	0.467018
AT5G58480.1	0.498597
AT5G50590.1	0.481564
AT5G40382.1	0.471503
AT5G67050.1	0.489853
AT5G22890.1	0.535363
AT5G05330.1	0.49696
AT5G05330.3	0.488048
AT5G05330.2	0.496802
AT5G19210.2	0.5
AT5G19210.1	0.483563
AT5G37850.1	0.492697
AT5G37850.3	0.497349
AT5G37850.2	0.473514
AT5G61350.1	0.504358
AT5G48030.1	0.459004
AT5G04930.1	0.463134
AT5G61140.2	0.48972
AT5G61140.1	0.48959
AT5G39180.1	0.515885
AT5G42950.1	0.507198
AT5G44180.1	0.482677
AT5G44180.2	0.488825
AT5G38430.1	0.521257
AT5G41401.1	0.43125
AT5G25990.1	0.538206
AT5G46550.1	0.487838
AT5G18150.1	0.460177
AT5G15470.1	0.496236
AT5G25460.1	0.482353
AT5G60548.1	0.369863
AT5G15870.1	0.496641
AT5G62940.1	0.5
AT5G24030.1	0.539674
AT5G16430.1	0.494071
AT5G43960.1	0.468101
AT5G43960.2	0.4731
AT5G49730.1	0.455696
AT5G39560.1	0.474731
AT5G09976.1	0.529412
AT5G66200.1	0.520246
AT5G07840.1	0.483748
AT5G40970.1	0.531707
AT5G43700.1	0.47482
AT5G06160.1	0.509934
AT5G56530.1	0.480127
AT5G56530.2	0.480127
AT5G58180.1	0.534454
AT5G58180.2	0.534454
AT5G43940.2	0.454313
AT5G43940.1	0.451101
AT5G05100.1	0.5
AT5G28540.1	0.485287
AT5G10540.1	0.486435
AT5G25540.1	0.529637
AT5G50140.1	0.515908
AT5G13560.1	0.516462
AT5G60350.1	0.52124
AT5G23610.2	0.524032
AT5G23610.1	0.523746
AT5G38480.1	0.474443
AT5G38480.2	0.473684
AT5G44440.1	0.484659
AT5G59570.1	0.477578
AT5G37890.1	0.490654
AT5G41071.1	0.494382
AT5G51480.1	0.498309
AT5G42030.1	0.571257
AT5G08535.1	0.501188
AT5G08535.2	0.528902
AT5G38150.1	0.468588
AT5G05540.1	0.480659
AT5G05540.2	0.462998
AT5G27440.1	0.386997
AT5G11220.1	0.500631
AT5G28470.1	0.482985
AT5G61310.1	0.447368
AT5G61310.2	0.447368
AT5G61310.3	0.447368
AT5G61310.4	0.447368
AT5G10600.1	0.481242
AT5G62950.1	0.53494
AT5G62950.3	0.53494
AT5G62950.2	0.541139
AT5G48900.1	0.484388
AT5G09630.1	0.483564
AT5G49780.1	0.51304
AT5G07500.1	0.478854
AT5G01980.1	0.480704
AT5G20910.1	0.502155
AT5G35069.1	0.426966
AT5G11980.1	0.495601
AT5G02390.1	0.531762
AT5G02390.2	0.541537
AT5G14410.1	0.486146
AT5G50630.1	0.439431
AT5G43210.1	0.547244
AT5G35520.1	0.474719
AT5G48830.2	0.471917
AT5G48830.1	0.471587
AT5G48230.2	0.446562
AT5G48230.1	0.442953
AT5G38460.1	0.49092
AT5G38460.2	0.49092
AT5G18661.1	0.38961
AT5G04310.1	0.532216
AT5G10990.1	0.438914
AT5G59710.1	0.502717
AT5G17990.1	0.449624
AT5G20740.1	0.51876
AT5G37020.1	0.496915
AT5G37020.2	0.496331
AT5G07460.1	0.521472
AT5G47290.1	0.51049
AT5G48385.1	0.517344
AT5G53742.1	0.516035
AT5G42870.1	0.453372
AT5G42870.2	0.452939
AT5G63065.1	0.454545
AT5G35604.1	0.536996
AT5G13650.2	0.485192
AT5G13650.1	0.485418
AT5G66930.3	0.523302
AT5G66930.2	0.508554
AT5G66930.1	0.501066
AT5G19850.1	0.485581
AT5G10530.1	0.481292
AT5G65320.1	0.554176
AT5G63085.1	0.502075
AT5G25030.1	0.495667
AT5G54145.1	0.481283
AT5G22370.1	0.479821
AT5G22370.2	0.479821
AT5G39500.1	0.479778
AT5G60100.2	0.503197
AT5G60100.1	0.5118
AT5G60100.3	0.5118
AT5G46710.1	0.525148
AT5G23411.1	0.471831
AT5G54130.2	0.476263
AT5G54130.4	0.457659
AT5G54130.3	0.45933
AT5G25750.1	0.473934
AT5G19710.1	0.520588
AT5G61050.1	0.493369
AT5G40750.1	0.494938
AT5G35603.2	0.504184
AT5G35603.3	0.502618
AT5G35603.1	0.510029
AT5G57010.1	0.517195
AT5G39350.1	0.435683
AT5G58530.1	0.550796
AT5G26120.1	0.480198
AT5G11420.1	0.510949
AT5G47170.1	0.497768
AT5G11170.1	0.484754
AT5G11170.2	0.478641
AT5G03345.1	0.422581
AT5G03345.2	0.419355
AT5G40940.1	0.531496
AT5G52380.1	0.549875
AT5G55530.1	0.497115
AT5G55530.2	0.497115
AT5G55530.3	0.497115
AT5G20650.1	0.493119
AT5G04267.1	0.480315
AT5G06260.1	0.490551
AT5G57390.1	0.544856
AT5G35920.1	0.49676
AT5G57000.1	0.533095
AT5G57000.2	0.532374
AT5G50830.2	0.479858
AT5G50830.1	0.48157
AT5G17770.1	0.486326
AT5G18407.1	0.363636
AT5G02590.1	0.571721
AT5G25060.1	0.513399
AT5G53880.1	0.576531
AT5G05140.1	0.513017
AT5G35400.2	0.468462
AT5G35400.1	0.476948
AT5G57340.2	0.553525
AT5G57340.1	0.558989
AT5G06890.1	0.520408
AT5G66700.1	0.538123
AT5G47455.4	0.488439
AT5G47455.3	0.484177
AT5G47455.2	0.487097
AT5G47455.5	0.487097
AT5G47455.1	0.493289
AT5G47455.6	0.493289
AT5G47455.7	0.493289
AT5G45570.1	0.484245
AT5G44578.1	0.501629
AT5G10840.1	0.475283
AT5G10400.1	0.507389
AT5G25757.1	0.487013
AT5G17880.1	0.503761
AT5G52190.1	0.475884
AT5G02180.1	0.490291
AT5G61590.1	0.512479
AT5G01520.1	0.479282
AT5G01520.2	0.490272
AT5G60880.1	0.520408
AT5G60880.2	0.530547
AT5G18160.1	0.501322
AT5G01670.2	0.49378
AT5G01670.1	0.494813
AT5G61880.1	0.507418
AT5G61880.2	0.507418
AT5G43640.1	0.498876
AT5G27950.1	0.512547
AT5G38730.1	0.445129
AT5G64395.1	0.450549
AT5G51280.1	0.469791
AT5G63510.2	0.488623
AT5G63510.1	0.497347
AT5G05240.1	0.489295
AT5G02080.1	0.483911
AT5G56660.1	0.49962
AT5G54810.1	0.474432
AT5G47560.1	0.459827
AT5G57460.1	0.470558
AT5G40960.1	0.405941
AT5G50050.1	0.506692
AT5G22300.1	0.477893
AT5G07600.1	0.450581
AT5G07810.1	0.507567
AT5G64350.1	0.491018
AT5G12970.1	0.481562
AT5G66620.1	0.491192
AT5G62240.1	0.564216
AT5G37520.1	0.438655
AT5G44060.1	0.578125
AT5G65790.1	0.555357
AT5G45940.1	0.53012
AT5G45940.2	0.544148
AT5G20030.1	0.480533
AT5G63730.1	0.477573
AT5G38180.1	0.508834
AT5G17233.1	0.449541
AT5G54880.1	0.452542
AT5G58850.1	0.548913
AT5G49910.1	0.490706
AT5G50915.1	0.563084
AT5G50915.2	0.563084
AT5G15610.1	0.497734
AT5G15610.2	0.498787
AT5G18200.1	0.506185
AT5G46330.1	0.510094
AT5G20480.1	0.475574
AT5G57450.1	0.434066
AT5G57450.2	0.434066
AT5G48800.1	0.506522
AT5G42235.1	0.452
AT5G25950.1	0.523184
AT5G26200.1	0.459961
AT5G59990.1	0.495146
AT5G59990.2	0.49195
AT5G64552.1	0.357143
AT5G54010.1	0.475313
AT5G53895.1	0.537662
AT5G47720.2	0.448914
AT5G47720.4	0.448914
AT5G47720.5	0.444084
AT5G47720.1	0.44765
AT5G47720.3	0.44765
AT5G45650.1	0.50949
AT5G35995.1	0.47909
AT5G35995.2	0.47909
AT5G19570.1	0.498778
AT5G03850.1	0.431579
AT5G40090.1	0.482909
AT5G22170.1	0.439252
AT5G04780.1	0.438255
AT5G45840.2	0.491966
AT5G45840.1	0.491009
AT5G27030.2	0.493824
AT5G27030.1	0.497592
AT5G28150.1	0.403468
AT5G23180.1	0.485437
AT5G45170.1	0.476661
AT5G64680.3	0.51981
AT5G64680.1	0.523888
AT5G64680.2	0.523888
AT5G45070.1	0.500943
AT5G23390.1	0.491773
AT5G51080.1	0.478216
AT5G51080.2	0.478216
AT5G51080.3	0.476129
AT5G66005.3	0.477352
AT5G66005.2	0.473469
AT5G66005.1	0.46697
AT5G19550.1	0.479802
AT5G63640.1	0.520538
AT5G23250.1	0.475024
AT5G23250.2	0.48144
AT5G26050.1	0.439331
